formula,type,activity,Syngony,shape,"length, nm","width, nm","depth, nm",Sufrace,surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,Subtype,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C"
Pt0.7Se0.3,bime,oxidase,7,spherical,13.5,13.5,13.5,additional,naked,poly(N-Vinylpyrrolidone),ascorbic acid,,0.0290,0.000194800,TMB,TMB,0.0010,0.1700,no,0.0056000,4.4,40
CuPt,bime,oxidase,7,spherical,4.6,4.6,4.6,additional,naked,0,"poly(ethylene oxide), cholesteryl ether",430.71,0.2900,0.000007500,TMB,TMB,0.1000,1.5000,no,,4,60
MnO2,meo,oxidase,3,rod-like,785,55,55,naked,naked,0,0,0.00,0.0001,0.005630000,TMB,TMB,0.4000,2.5000,no,0.1250000,4,25
MnO2,meo,oxidase,4,rod-like,1710,85,85,naked,naked,0,0,0.00,0.0035,0.016800000,TMB,TMB,0.4000,2.5000,no,0.1250000,4,25
MnO2,meo,oxidase,3,rod-like,450,61.5,61.5,naked,naked,0,0,0.00,0.0009,0.001580000,TMB,TMB,0.4000,2.5000,no,0.1250000,4,25
Ir,me,oxidase,7,spherical,2.5,2.5,2.5,additional,naked,0,sodium citrate,192.12,0.2800,0.000136500,TMB,TMB,0.0010,0.0900,no,,3.5,25
Tb4O7,meo,oxidase,7,,200,200,200,naked,naked,0,0,0.00,0.1240,0.000043100,TMB,TMB,0.1000,1.6000,no,,3.6,25
MnFe2O4,bimeo,oxidase,7,spherical,3.16,3.16,3.16,naked,naked,0,0,0.00,0.0136,0.000822000,MBTH/DMAB,MBTH,0.0050,0.2500,no,0.0040000,3.9,30
MnFe2O4,bimeo,oxidase,7,octahedral,150,150,150,naked,naked,0,0,0.00,0.0378,no,TMB,TMB,0.0010,0.1200,no,,4,28
MnFe2O4,bimeo,oxidase,7,octahedral,150,150,150,naked,naked,0,0,0.00,0.2300,0.000417000,TMB,TMB,0.0010,0.5000,no,0.0250000,4,28
Pt,me,oxidase,7,sphere,30,30,30,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.1020,no,TMB,TMB,0.0100,1.0000,no,0.0750000,4,35
Ru,me,oxidase,2,sphere,25,25,25,naked,naked,0,0,0.00,54.9200,0.000009500,TMB,TMB,0.0500,0.5000,no,0.0500000,7.4,25
Ru,me,oxidase,2,sphere,25,25,25,naked,naked,0,0,0.00,0.1550,0.000038885,sodium ascorbate + no,sodium L-ascorbate,0.0500,0.2000,no,0.0500000,7.4,25
Au0.75Pt0.25,bime,oxidase,7,sphere,20,20,20,additional,naked,0,Cetrimonium bromide,364.45,0.0200,0.000006000,TMB,TMB,0.0125,0.2000,no,0.0013000,3.9,25
Au0.5Pt0.5,bime,oxidase,7,sphere,25,25,25,additional,naked,0,Cetrimonium bromide,364.45,0.0480,0.000017000,TMB,TMB,0.0125,0.2000,no,0.0013000,3.9,25
Au0.25Pt0.75,bime,oxidase,7,sphere,30,30,30,additional,naked,0,Cetrimonium bromide,364.45,0.1600,0.000173000,TMB,TMB,0.0125,0.2000,no,0.0013000,3.9,25
Au0.15Pt0.85,bime,oxidase,7,sphere,40,40,40,additional,naked,0,Cetrimonium bromide,364.45,0.2300,0.000181000,TMB,TMB,0.0125,0.2000,no,0.0013000,3.9,25
Pt,me,oxidase,7,sphere,45,45,45,additional,naked,0,Cetrimonium bromide,364.45,0.5300,0.000327000,TMB,TMB,0.0125,0.2000,no,0.0013000,3.9,25
Pt,me,oxidase,7,sphere,5,5,5,additional,naked,0,sodium citrate,192.12,0.0544,0.005790000,quercetin,quercetin,0.0100,0.0500,no,0.0200000,7,
Au,me,oxidase,7,sphere,13,13,13,naked,naked,0,0,0.00,4.7300,0.000680000,glucose,glucose,5.0000,25.0000,no,,,34
AuPt0.17,bime,oxidase,7,rod-like,65,16,16,cover,poly(sodium styrene sulfate),0,Cetrimonium bromide,364.45,0.0060,0.000026200,TMB,TMB,0.8000,3.8000,no,,4.5,30
AuPt0.25,bime,oxidase,7,rod-like,65,16,16,cover,poly(sodium styrene sulfate),0,Cetrimonium bromide,364.45,0.0130,0.000025000,TMB,TMB,0.8000,3.8000,no,,4.5,30
AuPt0.17,bime,peroxidase,7,rod-like,65,16,16,cover,poly(sodium styrene sulfate),0,Cetrimonium bromide,364.45,0.0095,0.000102000,TMB + H2O2,TMB,0.8000,3.8000,20.000,,4.5,30
AuPt0.25,bime,peroxidase,7,rod-like,65,16,16,cover,poly(sodium styrene sulfate),0,Cetrimonium bromide,364.45,0.0270,0.000181000,TMB + H2O2,TMB,0.8000,3.8000,20.000,,4.5,30
Ru0.1-V2O4,bimeo,oxidase,,wire,2000,250,250,naked,naked,0,0,0.00,0.0450,0.000109000,TMB,TMB,0.0010,1.0000,no,0.0100000,3.5,25
Ru0.1-V2O4,bimeo,peroxidase,,wire,2000,250,250,naked,naked,0,0,0.00,0.1830,0.000079000,TMB + H2O2,TMB,0.1000,1.0000,0.500,0.0050000,4,35
Ru0.1-V2O4,bimeo,peroxidase,,wire,2000,250,250,naked,naked,0,0,0.00,0.0450,0.000136000,H2O2 + TMB,H2O2,0.0100,0.1000,0.250,0.0050000,4,35
Pt,me,oxidase,7,nanocluster,1.7,1.7,1.7,cover,poly(N-Vinylpyrrolidone),0,0,30000.00,0.3800,no,OPD,OPD,0.1000,5.0000,no,1.0000000,4,75
Mn3O4,meo,oxidase,4,spherical,800,800,800,naked,naked,0,0,0.00,0.0272,0.000126700,TMB,TMB,0.0010,0.4000,no,0.0050000,4.5,37
Au@Pt,core-shell,oxidase,7,rod-like,102,46,46,cover,Cetrimonium bromide,0,0,364.45,129.0000,232.833333333,Catechol,Catechol,,,no,0.0000500,6,20
AuPt0.2,bime,oxidase,7,rod-like,102,46,46,cover,Cetrimonium bromide,0,0,364.45,6.7000,165.166666667,DOPA,L-DOPA,,,no,0.0000500,6,20
AuPt0.2,bime,oxidase,7,rod-like,102,46,46,cover,Cetrimonium bromide,0,0,364.45,651.0000,739.666666667,Pyrogallol,Pyrogallol,,,no,0.0000500,6,20
CeO2,meo,oxidase,7,spherical,22.5,22.5,22.5,naked,naked,0,0,0.00,0.0003,no,dopamine,dopamine,0.0010,0.0020,no,1.0000000,6.5,25
CeO2,meo,oxidase,7,spherical,22.5,22.5,22.5,naked,naked,0,0,0.00,0.1800,no,catechol,catechol,0.0010,0.8000,no,1.0000000,6.5,25
MnO2,meo,oxidase,3,spherical,4.5,4.5,4.5,cover,BSA,0,0,66500.00,0.0390,0.005780000,TMB,TMB,1.0000,10.0000,no,0.0037000,4,35
Au-Pt,bime,oxidase,7,rod-like,60,18,18,naked,naked,0,Cetrimonium bromide,364.45,0.0089,0.000017700,TMB,TMB,0.0010,0.0500,no,,4.5,37
AuPtAg0.33,trmeo,oxidase,7,rod-like,79,27,27,naked,naked,0,Cetrimonium bromide,364.45,0.0065,0.000009200,TMB,TMB,0.0010,0.1400,no,,4.5,37
AuPtAg0.5,trmeo,oxidase,7,rod-like,60,20,20,naked,naked,0,Cetrimonium bromide,364.45,0.0065,0.000005600,TMB,TMB,0.0010,0.1400,no,,4.5,37
Ag3PO4,salt,oxidase,7,cubic,2000,2000,2000,naked,naked,0,sodium citrate,192.12,0.1360,0.000893000,TMB,TMB,0.1000,0.8000,no,0.0100000,4,25
Pt,me,oxidase,7,spherical,2.1,2.1,2.1,cover,Chitosan,0,0,1526.50,0.0180,no,TMB,TMB,0.0010,0.0600,no,,5,37
Pt,me,oxidase,7,spherical,7,7,7,cover,citric acid,0,0,192.12,0.0900,0.007000000,TMB,TMB,0.0010,0.1000,no,0.7000000,4,25
TiO2,meo,oxidase,4,spherical,4,4,4,cover,catechol,0,0,110.10,0.1070,0.000156500,TMB,TMB,0.0500,0.3500,no,0.7500000,4,30
Au@C,core-shell,oxidase,,spherical,180,180,180,naked,naked,0,0,0.00,0.1700,0.000049200,TMB,TMB,0.0010,0.8000,no,0.0500000,4.5,25
Co3O4,meo,catalase,7,nanoplate,100,21,21,additional,naked,0,HMTA,140.19,24.7000,0.002380000,H2O2 + terephthalic acid,H2O2,5.0000,30.0000,1.000,0.0200000,9,90
Co3O4,meo,catalase,7,rod-like,60,10,10,additional,naked,0,ethylene glycol,62.07,4.8200,0.001890000,H2O2 + terephthalic acid,H2O2,5.0000,30.0000,1.000,0.0200000,9,90
Co3O4,meo,catalase,7,cubic,19,19,19,naked,naked,0,0,0.00,63.9000,0.001230000,H2O2 + terephthalic acid,H2O2,5.0000,30.0000,1.000,0.0200000,9,90
Fe3O4,meo,peroxidase,7,spherical,650,650,650,additional,naked,0,ethylene glycol,62.07,458.9000,0.000003060,H2O2 + TMB,H2O2,0.0010,900.0000,0.800,0.0020000,4.5,
Fe3O4,meo,peroxidase,7,spherical,740,740,740,cover,alanine,0,ethylene glycol,89.09,226.6000,0.000004450,H2O2 + TMB,H2O2,0.0010,900.0000,0.800,0.0020000,4.5,
Fe3O4,meo,peroxidase,7,spherical,650,650,650,cover,histidine,0,ethylene glycol,155.15,37.9900,0.000005280,H2O2 + TMB,H2O2,0.0010,900.0000,0.800,0.0020000,4.5,
Ir,me,catalase,7,spherical,1.5,1.5,1.5,cover,poly(N-Vinylpyrrolidone),0,0,58000.00,297.0000,0.540000000,H2O2 +DMPO,H2O2,0.0010,100.0000,50.000,0.6250000,7,37
Pt,me,catalase,7,spherical,1.87,1.87,1.87,cover,apoferritin,0,0,440000.00,420.6000,0.840000000,H2O2 + DEPMPO,H2O2,5.0000,100.0000,14.000,0.6700000,7.4,37
RuO2,meo,catalase,7,spherical,4,4,4,naked,naked,0,0,0.00,400.0000,0.968000000,H2O2,H2O2,0.0010,800.0000,no,0.0010000,7,
Mn3O4,meo,catalase,4,spherical,180,180,180,naked,naked,0,0,0.00,0.5110,0.122166667,H2O2 + DMPO,H2O2,0.0010,3.0000,100.000,0.0050000,7,25
CoFe2O4,bimeo,catalase,7,flower,164.8,164.8,164.8,cover,poly(ethylene oxide),0,ethylene glycol,3400.00,34.5800,0.002330000,H2O2 + DMPO,H2O2,0.0010,30.0000,0.000,0.0200000,6.8,
MoO2.8,meo,catalase,2,spherical,3.1,3.1,3.1,cover,poly(ethylene oxide),0,0,5000.00,6.7200,0.019600000,H2O2,H2O2,2.5000,30.0000,?,0.0100000,9,
Eu2O2S,salt,peroxidase,6,hexagonal nanoplate,10,10,0.7,additional,naked,oleic acid,oleylamine,267.49,0.0340,0.522000000,TMB + H2O2,TMB,0.0300,2.0000,,,4,40
Eu2O2S,salt,peroxidase,6,hexagonal nanoplate,10,10,0.7,additional,naked,oleic acid,oleylamine,267.49,30.1100,1.809000000,H2O2 + TMB,H2O2,3.0000,80.0000,10.000,,4,40
Eu2O2S,salt,peroxidase,6,spherical,13,13,13,additional,naked,0,trioctylphosphine,370.64,0.1400,0.683000000,TMB + H2O2,TMB,0.0300,2.0000,,,4,40
Eu2O2S,salt,peroxidase,6,spherical,13,13,13,additional,naked,0,trioctylphosphine,370.64,142.3400,4.488000000,H2O2 + TMB,H2O2,3.0000,80.0000,10.000,,4,40
Eu2O2S,salt,peroxidase,6,rod-like,7,3,3,additional,naked,0,oleylamine,267.49,0.1820,0.679000000,TMB + H2O2,TMB,0.0300,2.0000,,,4,40
Eu2O2S,salt,peroxidase,6,rod-like,7,3,3,additional,naked,0,oleylamine,267.49,195.4800,3.820000000,H2O2 + TMB,H2O2,3.0000,80.0000,10.000,,4,40
Eu2O3,meo,peroxidase,6,,150,150,150,naked,naked,0,0,,0.2700,0.787000000,TMB + H2O2,TMB,0.0300,2.0000,,,4,40
Eu2O3,meo,peroxidase,6,,150,150,150,naked,naked,0,0,,211.5900,4.366000000,H2O2 + TMB,H2O2,3.0000,80.0000,10.000,,4,40
RuSe2,bime,peroxidase,7,spherical,5,5,5,additional,naked,Poloxalene,0,5750.00,1.2070,0.000724110,TMB + H2O2,TMB,0.0500,0.7500,2.500,0.0050000,4.5,60
RuSe2,bime,peroxidase,7,spherical,5,5,5,additional,naked,Poloxalene,0,5750.00,0.9360,0.000131930,H2O2 + TMB,H2O2,0.0010,50.0000,0.250,0.0050000,4.5,60
RuSe2,bime,peroxidase,7,spherical,5,5,5,naked,naked,0,0,0.00,2.2200,0.000324460,TMB + H2O2,TMB,0.0500,0.7500,2.500,0.0050000,4.5,60
RuSe2,bime,peroxidase,7,spherical,5,5,5,naked,naked,0,0,0.00,0.6450,0.000042340,H2O2 + TMB,H2O2,0.0010,50.0000,0.250,0.0050000,4.5,60
YVO4,bimeo,peroxidase,4,flower,15000,15000,15000,naked,naked,0,0,0.00,0.1062,0.000361000,TMB + H2O2,TMB,0.1000,0.8000,2.000,0.0800000,4,25
YVO4,bimeo,peroxidase,4,flower,15000,15000,15000,naked,naked,0,0,0.00,3.8200,0.000597000,H2O2 + TMB,H2O2,1.0000,8.0000,0.200,0.0800000,4,25
Ce2(WO4)3,bimeo,peroxidase,2,nanosheet,500,500,50,naked,naked,0,0,0.00,0.0530,0.000170900,TMB + H2O2,TMB,0.0100,0.1000,2.500,0.0700000,4,25
Ce2(WO4)3,bimeo,peroxidase,2,nanosheet,500,500,50,naked,naked,0,0,0.00,4.2500,0.000200600,H2O2 + TMB,H2O2,1.0000,25.0000,0.800,0.0700000,4,25
Mo5N6,salt,peroxidase,,nanosheet,500,500,10,naked,naked,0,0,0.00,1.4560,0.000059500,TMB + H2O2,TMB,0.1000,1.2000,0.050,0.0140000,3,37
Mo5N6,salt,peroxidase,,nanosheet,500,500,10,naked,naked,0,0,0.00,0.0820,0.000009000,H2O2 + TMB,H2O2,0.0050,0.0500,0.400,0.0140000,3,37
CuS,salt,peroxidase,6,spherical,6,6,6,additional,naked,BSA,0,66500.00,0.4090,0.000063200,TMB + H2O2,TMB,0.2000,2.0000,20.000,,4.5,45
CuS,salt,peroxidase,6,spherical,6,6,6,additional,naked,BSA,0,66500.00,0.4060,0.000054900,H2O2 + TMB,H2O2,0.1000,20.0000,2.000,,4.5,45
CuS,salt,catalase,6,spherical,6,6,6,additional,naked,BSA,0,66500.00,5.4700,0.004180000,H2O2,H2O2,0.1000,20.0000,no,,9,60
Co3O4,meo,peroxidase,7,spherical,10,10,10,cover,b-cyclodextrin,0,0,1135.00,0.1700,0.000028100,TMB + H2O2,TMB,0.1000,0.8000,5.000,1.0000000,4.4,25
Co3O4,meo,peroxidase,7,spherical,10,10,10,cover,b-cyclodextrin,0,0,1135.00,1.4200,0.000028500,H2O2 + TMB,H2O2,1.0000,8.0000,0.500,1.0000000,4.4,25
Co3O4,meo,peroxidase,7,spherical,10,10,10,naked,naked,0,0,0.00,0.2500,0.000018500,TMB + H2O2,TMB,0.1000,0.8000,5.000,1.0000000,4.4,25
Co3O4,meo,peroxidase,7,spherical,10,10,10,naked,naked,0,0,0.00,5.1700,0.000017900,H2O2 + TMB,H2O2,1.0000,8.0000,0.500,1.0000000,4.4,25
Fe0.8Ni0.2S2,bime salt,peroxidase,,nanosheet,600,140,140,naked,naked,0,0,0.00,0.2210,0.000219000,TMB + H2O2,TMB,0.0010,5.0000,0.250,0.0500000,4,25
Fe0.8Ni0.2S2,bime salt,peroxidase,,nanosheet,600,140,140,naked,naked,0,0,0.00,0.0192,0.000241000,H2O2 + TMB,H2O2,0.0010,1.2000,1.000,0.0500000,4,25
Fe0.6Ni0.4S2,bime salt,peroxidase,,nanosheet,300,300,300,naked,naked,0,0,0.00,0.7970,0.000172000,TMB + H2O2,TMB,0.0010,5.0000,0.250,0.0500000,4,25
Fe0.6Ni0.4S2,bime salt,peroxidase,,nanosheet,300,300,300,naked,naked,0,0,0.00,0.1230,0.000172000,H2O2 + TMB,H2O2,0.0010,1.2000,1.000,0.0500000,4,25
Fe0.4Ni0.6S2,bime salt,peroxidase,,nanosheet,200,200,200,naked,naked,0,0,0.00,0.9160,0.000102000,TMB + H2O2,TMB,0.0010,5.0000,0.250,0.0500000,4,25
Fe0.4Ni0.6S2,bime salt,peroxidase,,nanosheet,200,200,200,naked,naked,0,0,0.00,0.2520,0.000145000,H2O2 + TMB,H2O2,0.0010,1.2000,1.000,0.0500000,4,25
FeS2,salt,peroxidase,,,400,50,50,naked,naked,0,0,0.00,1.0800,0.000478000,TMB + H2O2,TMB,0.0010,5.0000,0.250,0.0500000,4,25
FeS2,salt,peroxidase,,,400,50,50,naked,naked,0,0,0.00,0.0907,0.000127000,H2O2 + TMB,H2O2,0.0010,1.2000,1.000,0.0500000,4,25
Cu9S8,salt,peroxidase,6,flower,133.78,133.78,133.78,additional,naked,0,"Cetrimonium bromide, sodium laurate",364.45,0.6600,0.000007160,TMB + H2O2,TMB,0.1000,0.5000,0.100,0.4000000,,50
Cu9S8,salt,peroxidase,6,flower,133.78,133.78,133.78,additional,naked,0,"Cetrimonium bromide, sodium laurate",364.45,0.4490,0.000008510,H2O2 + TMB,H2O2,0.1000,0.5000,0.100,0.4000000,,50
ZnS,salt,peroxidase,7,spherical,10,10,10,naked,naked,0,0,0.00,0.3016,0.000031090,TMB + H2O2,TMB,0.0010,1.0000,10.000,0.0062500,4,40
ZnS,salt,peroxidase,7,spherical,10,10,10,naked,naked,0,0,0.00,0.3080,0.000091533,H2O2 + TMB,H2O2,0.0010,8.0000,0.816,0.0062500,4,40
Bi2Fe4O9,bimeo,peroxidase,3,sheet,396,396,20,naked,naked,0,0,,0.0700,0.000021700,TMB + H2O2,TMB,0.0100,0.3000,5.000,0.0080000,3.5,45
Bi2Fe4O9,bimeo,peroxidase,3,sheet,396,396,20,naked,naked,0,0,,0.7300,0.000015600,H2O2 + TMB,H2O2,0.1000,5.0000,0.300,0.0080000,3.5,45
FeS2,salt,peroxidase,,spherical,200,200,200,additional,naked,0,sodium citrate,192.12,0.1700,0.000039300,TMB + H2O2,TMB,0.0010,0.4500,0.200,0.0003000,4,45
FeS2,salt,peroxidase,,spherical,200,200,200,additional,naked,0,sodium citrate,192.12,0.3000,0.000056200,H2O2 + TMB,H2O2,0.0010,0.8000,0.200,0.0003000,4,45
WS2,salt,peroxidase,6,flower,80,80,4.9,naked,naked,0,0,,0.4300,0.000002000,TMB + H2O2,TMB,0.0100,2.0000,0.100,0.1000000,3,45
WS2,salt,peroxidase,6,flower,80,80,4.9,naked,naked,0,0,,13.1700,0.000010000,H2O2 + TMB,H2O2,10.0000,100.0000,0.500,0.1000000,3,45
WSe2,bime,peroxidase,6,flower,60,60,5.8,naked,naked,0,0,,0.3200,0.000010300,TMB + H2O2,TMB,0.0100,2.0000,0.100,0.1000000,3,45
WSe2,bime,peroxidase,6,flower,60,60,5.8,naked,naked,0,0,,5.6300,0.000006000,H2O2 + TMB,H2O2,10.0000,100.0000,0.500,0.1000000,3,45
WTe2,bime,peroxidase,3,flower,450,450,5.4,naked,naked,0,0,,0.2200,0.000153800,TMB + H2O2,TMB,0.0100,0.1000,0.100,0.1000000,3,45
WTe2,bime,peroxidase,3,flower,450,450,5.4,naked,naked,0,0,,0.3100,0.000155000,H2O2 + TMB,H2O2,10.0000,100.0000,0.500,0.1000000,3,45
CeCoO3,bimeo,peroxidase,7,spherical,35,35,35,cover,perylenediimide,0,0,390.30,0.0120,0.000010700,TMB + H2O2,TMB,0.0100,0.0800,250.000,,5,35
CeCoO3,bimeo,peroxidase,7,spherical,35,35,35,cover,perylenediimide,0,0,390.30,18.6400,0.000029100,H2O2 + TMB,H2O2,1.0000,10.0000,1.000,,5,35
Fe3O4,meo,peroxidase,7,spherical,30,30,30,cover,perylenediimide,0,sodium citrate,390.30,0.0490,0.000026060,TMB + H2O2,TMB,0.0200,0.0800,0.250,0.3000000,3.8,45
Fe3O4,meo,peroxidase,7,spherical,30,30,30,cover,perylenediimide,0,sodium citrate,390.30,0.7414,0.000015459,H2O2 + TMB,H2O2,1.0000,6.0000,0.200,0.3000000,3.8,45
Fe3O4,meo,peroxidase,7,spherical,15,15,15,additional,naked,0,sodium citrate,192.12,0.0603,0.000020770,TMB + H2O2,TMB,0.0200,0.0800,0.250,0.3000000,3.8,45
Fe3O4,meo,peroxidase,7,spherical,15,15,15,additional,naked,0,sodium citrate,192.12,3.9270,0.000017430,H2O2 + TMB,H2O2,1.0000,6.0000,0.200,0.3000000,3.8,45
Cu2MoS4,bime salt,peroxidase,7,nanoplate,28,28,12,cover,poly(N-Vinylpyrrolidone),0,0,30000.00,1.3600,0.000272900,TMB + H2O2,TMB,0.0010,2.0000,"1,000.000",0.0400000,4,25
Cu2MoS4,bime salt,peroxidase,7,nanoplate,28,28,12,cover,poly(N-Vinylpyrrolidone),0,0,30000.00,25.4600,0.000428100,H2O2 + TMB,H2O2,0.0010,60.0000,2.000,0.0400000,4,25
Cu2MoS4,bime salt,oxidase,7,nanoplate,28,28,12,cover,poly(N-Vinylpyrrolidone),0,0,30000.00,0.0121,0.000110000,ascorbic acid + no,l-ascorbic acid,0.0010,0.1000,no,0.0080000,,25
Fe3O4,meo,peroxidase,,spherical,130,130,130,additional,naked,poly(ethylene oxide),ethyleneglycol,10000.00,0.2411,0.000650000,TMB + H2O2,TMB,0.0010,2.0000,"1,000.000",0.0100000,3.6,37
Au,me,peroxidase,,spherical,13,13,13,naked,naked,0,trisodium citrate,192.12,0.1277,0.000275000,TMB + H2O2,TMB,0.0010,0.9000,"1,000.000",0.0100000,3.6,37
C,me,peroxidase,,spherical,150,150,150,naked,naked,0,0,0.00,0.1037,0.000562000,TMB + H2O2,TMB,0.0010,2.0000,"1,000.000",0.0100000,3.6,37
MnO2,meo,oxidase,,rod,100,20,20,naked,naked,0,0,0.00,0.0270,0.000113000,TMB,TMB,0.0050,1.0000,no,0.0100000,3.8,25
MnO2,meo,oxidase,,rod,100,20,20,naked,naked,0,0,0.00,0.0300,0.000046000,ABTS,ABTS,0.0050,1.0000,no,0.0100000,3.8,25
MnOOH,salt,oxidase,2,nanowire,10000,50,50,additional,naked,poly(N-Vinylpyrrolidone),0,10000.00,0.0370,0.000087000,TMB,TMB,0.0010,0.1000,no,0.0100000,4,
Co3V2O8,bimeo,peroxidase,,nanowire,2500,138,138,naked,naked,0,0,0.00,0.1790,0.000578000,TMB + H2O2,TMB,0.0100,0.4000,5.000,0.0500000,4,
Co3V2O8,bimeo,peroxidase,,nanowire,2500,138,138,naked,naked,0,0,0.00,0.1200,0.000053000,H2O2 + TMB,H2O2,0.1000,4.0000,0.050,0.0500000,4,
Co3V2O8,bimeo,oxidase,,nanowire,2500,138,138,naked,naked,0,0,0.00,0.4440,0.000095000,TMB,TMB,0.0100,0.8000,0.000,0.0500000,4,
Co3O4@NiO,core-shell,peroxidase,7,nanotubes,4000,500,500,naked,naked,0,0,0.00,0.0360,no,TMB + H2O2,TMB,0.0100,0.2000,10.000,3.0000000,4,
Co3O4@NiO,core-shell,peroxidase,7,nanotubes,4000,500,500,naked,naked,0,0,0.00,8.1700,no,H2O2 + TMB,H2O2,0.5000,20.0000,0.100,3.0000000,4,
SiW12@Co3O4,core-shell,peroxidase,7,dodecahedral,250,250,250,naked,naked,0,0,0.00,0.0230,0.000053000,TMB + H2O2,TMB,0.0100,1.0000,50.000,1.0000000,5,
SiW12@Co3O4,core-shell,peroxidase,7,dodecahedral,250,250,250,naked,naked,0,0,0.00,167.8000,0.000251000,H2O2 + TMB,H2O2,50.0000,"2,000.0000",0.500,1.0000000,5,
Mo0.02-Co3O4,comp,peroxidase,7,nanotubes,10000,200,200,additional,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.0558,0.000095400,TMB + H2O2,TMB,0.0200,0.2000,10.000,3.0000000,4,
Mo0.02-Co3O4,comp,peroxidase,7,nanotubes,10000,200,200,additional,naked,poly(N-Vinylpyrrolidone),0,1300000.00,22.4800,0.000052450,H2O2 + TMB,H2O2,2.0000,34.0000,0.100,3.0000000,4,
Au,me,peroxidase,,sphere,35,35,35,cover,BSA,0,0,66500.00,0.0025,0.000062300,TMB + H2O2,TMB,0.0010,0.6000,400.000,0.0100000,3,40
Au,me,peroxidase,,sphere,35,35,35,cover,BSA,0,0,66500.00,25.3000,0.000072100,H2O2 + TMB,H2O2,10.0000,300.0000,0.500,0.0100000,3,40
FeS,salt,peroxidase,6,sphere,50,50,50,naked,naked,0,0,0.00,0.1300,no,TMB + H2O2,TMB,,,,0.0067000,7,25
FeS,salt,peroxidase,6,sphere,50,50,50,naked,naked,0,0,0.00,7.2000,no,H2O2 + TMB,H2O2,,,,0.0067000,7,25
MoS2,salt,peroxidase,,nanosheets,100,100,4,naked,naked,0,0,0.00,0.5250,0.000042900,TMB + H2O2,TMB,0.2000,1.2000,0.080,0.0018000,6.9,30
MoS2,salt,peroxidase,,nanosheets,100,100,4,naked,naked,0,0,0.00,0.0116,0.000051600,H2O2 + TMB,H2O2,0.0100,0.1200,1.200,0.0018000,6.9,30
Fe0.5Co0.5,bime,peroxidase,0,sphere,12.8,12.8,12.8,additional,naked,poly(N-Vinylpyrrolidone),0,,1.7900,0.000456000,TMB + H2O2,TMB,0.1000,2.5000,50.000,0.0035000,4,35
Fe0.5Co0.5,bime,peroxidase,0,sphere,12.8,12.8,12.8,additional,naked,poly(N-Vinylpyrrolidone),0,,0.0600,0.000132000,H2O2 + TMB,H2O2,0.0010,1.0000,0.800,0.0035000,4,35
Fe,me,peroxidase,0,sphere,12.8,12.8,12.8,additional,naked,poly(N-Vinylpyrrolidone),0,,0.3800,0.000238000,TMB + H2O2,TMB,0.1000,2.5000,50.000,0.0035000,4,35
Fe,me,peroxidase,0,sphere,12.8,12.8,12.8,additional,naked,poly(N-Vinylpyrrolidone),0,,0.3200,0.000410000,H2O2 + TMB,H2O2,0.0010,1.0000,0.800,0.0035000,4,35
Co,me,peroxidase,0,sphere,12.8,12.8,12.8,additional,naked,poly(N-Vinylpyrrolidone),0,,5.0900,0.000099800,TMB + H2O2,TMB,0.1000,2.5000,50.000,0.0035000,4,35
Co,me,peroxidase,0,sphere,12.8,12.8,12.8,additional,naked,poly(N-Vinylpyrrolidone),0,,1.1400,0.000017200,H2O2 + TMB,H2O2,0.0010,1.0000,0.800,0.0035000,4,35
MnFe2O4,bimeo,peroxidase,7,sphere,18,18,18,naked,naked,0,0,0.00,27.5000,0.000104000,OPD + H2O2,OPD,5.0000,30.0000,60.000,0.0600000,7,25
CoFe2O4,bimeo,peroxidase,7,sphere,15,15,15,naked,naked,0,0,0.00,32.7000,0.000078000,OPD + H2O2,OPD,5.0000,25.0000,60.000,0.0600000,7,25
NiFe2O4,bimeo,peroxidase,7,sphere,35,35,35,naked,naked,0,0,0.00,8.4000,0.000008600,OPD + H2O2,OPD,3.0000,20.0000,60.000,0.0600000,7,25
ZnFe2O4,bimeo,peroxidase,7,sphere,10,10,10,naked,naked,0,0,0.00,22.6000,0.000008200,OPD + H2O2,OPD,8.0000,25.0000,60.000,0.0600000,7,25
Rh,me,peroxidase,0,nanosheets,,,,additional,naked,poly(N-Vinylpyrrolidone),0,,0.2640,0.000125600,TMB + H2O2,TMB,0.0125,0.6000,50.000,0.0620000,4,40
Rh,me,peroxidase,0,nanosheets,,,,additional,naked,poly(N-Vinylpyrrolidone),0,,4.5100,0.000680900,H2O2 + TMB,H2O2,0.1000,5.0000,50.000,0.0620000,4,40
Fe3O4,meo,peroxidase,7,sphere,150,150,150,additional,naked,0,dimercaptosuccinic acid,182.22,0.4850,0.000056300,TMB + H2O2,TMB,0.1000,1.4000,"1,000.000",0.0030000,4.4,25
Fe3O4,meo,peroxidase,7,sphere,150,150,150,additional,naked,0,dimercaptosuccinic acid,182.22,1175.3000,0.000239600,H2O2 + TMB,H2O2,200.0000,"1,200.0000",0.500,0.0030000,4.4,25
